model,stage,unit_id,output_text,cited_pages,issue_families,precision_families,review_status,unit_definition
gptoss120-medium,merged-summary-synthesis,merged-summary-synthesis-U024,In the final excerpt the author states that the last seventy‑five years of the Byzantine Empire (1370‑1453),"[1370, 1453]",[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,merged-summary-synthesis,merged-summary-synthesis-U025,are a piece of local history and no longer form an important thread in the history of Christendom [PDF p. 358].,[358],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,merged-summary-synthesis,merged-summary-synthesis-U026,He evaluates that a Turkish capture of Constantinople in 1370 would not have greatly altered Eastern‑European events because the empire had already ceased to serve as the “bulwark of Christendom” and that duty fell to the Serbians and Hungarians for the next one‑hundred‑and‑fifty years [PDF p. 358];,[358],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,merged-summary-synthesis,merged-summary-synthesis-U027,"the author further judges that the Paleologi, by their subservience to the Turks, extended the empire’s life after its justification had disappeared [PDF p. 358].",[358],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,merged-summary-synthesis,merged-summary-synthesis-U028,"John Paleologus’s long reign is described as troubled by his son Andronicus, who rebelled twice, briefly seized the throne, allied with a son of Murad I, and was eventually blinded in an ineffectual operation, after which he rebeled again [PDF p. 359].",[359],[],"[""H4-rebellion-order-ambiguity""]",precision note,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,merged-summary-synthesis,merged-summary-synthesis-U029,"On John’s death in 1391 the throne passed to his second son Manuel II, whose limited resources left him unable to challenge Ottoman power except during the crisis of 1402 when Timur’s invasion defeated Sultan Bayezid and threw the Ottoman realm into civil war [PDF p. 360‑361];","[360, 361]",[],"[""H4-succession-date-locator""]",precision note,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,merged-summary-synthesis,merged-summary-synthesis-U030,"Manuel sold aid to the pretender Suleiman for a heavy price and, while the Ottoman princes fought each other, temporarily regained territories in the Straits, Thessalonica, the Strymon valley and Black‑Sea ports [PDF p. 362‑363].","[362, 363]",[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,merged-summary-synthesis,merged-summary-synthesis-U031,"After Mohammed unified the Ottoman remnants in 1421, Manuel’s gains vanished and he died in 1425, the last emperor to receive a “transient smile from fortune” [PDF p. 364‑365].","[364, 365]",[],"[""H4-reunification-locator""]",precision note,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,merged-summary-synthesis,merged-summary-synthesis-U032,"John VI inherited the throne, avoided conflict, and recognised that the empire required a bailiff rather than a statesman; he sought Western aid by converting to Roman Catholicism, traveling to Italy in 1438, attending the Councils of Ferrara and Florence, and being received into the Roman Church in 1439, but obtained only money and three hundred mercenaries from Pope Eugenius IV, a result the author presents as a poor return for such efforts [PDF p. 366‑367].","[366, 367]",[],"[""H4-bailiff-attribution-locator""]",precision note,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,full-source-control,full-source-control-U001,"**The first excerpt (PDF pp. 61‑66) describes how the Huns shattered the security of the Balkan Peninsula in the late fourth century.** Around A.D. 372 the “enormous Tartar horde…burst into the lands north of the Euxine,” first almost exterminating the Alans and then crushing the Ostrogoths, who were forced into vassalage (p. 61).",[61],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,full-source-control,full-source-control-U002,"The Visigoths fled to the Danube, begged the emperor for passage, and were described by a contemporary writer as a “multitude…stretching out their hands with loud lamentations” (p. 62).",[62],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,full-source-control,full-source-control-U003,"Emperor Valens, portrayed as “stupid, cowardly, and avaricious,” reluctantly allowed them to cross on the condition that they surrender weapons and give hostages (p. 63).",[63],[],"[""H1-control-character-locator""]",precision note,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,full-source-control,full-source-control-U004,"Corruption by the governor Lupicinus, who hoarded grain and sold food at exorbitant prices, provoked famine, barter of slaves for bread, and finally a violent confrontation that sparked a year‑long war (p. 64).",[64],[],"[""H1-control-food-locator""]",precision note,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,full-source-control,full-source-control-U005,"The conflict culminated at Adrianople in 378, where the Gothic cavalry’s flank attack broke the Roman lines, leading to “the most fearful defeat…since Cannae” and the death of the emperor (pp. 66‑67).","[66, 67]",[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,full-source-control,full-source-control-U006,"**The second excerpt (PDF pp. 169‑170) concentrates on the linguistic decline of Latin in the eastern Mediterranean.** The author notes that even a Greek‑born writer such as Ammianus Marcellinus wrote in Latin, yet by the seventh century “the Roman element was rapidly vanishing” (p. 169).",[169],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,full-source-control,full-source-control-U007,"The loss is linked to the political split after Constantine’s sons and the later disintegration of the western empire, which cut off the “Latin‑speaking West” from the east (p. 170).",[170],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,full-source-control,full-source-control-U008,"Barbarian invasions accelerated the shift: the Visigoths, Ostrogoths, and later Slavs devastated the Latin‑speaking Balkan provinces, reducing the proportion of Latin speakers from “a quarter…in A.D. 400” to “not a tenth” by A.D. 620 (p. 170).",[170],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,full-source-control,full-source-control-U009,"The passage stresses that only isolated enclaves—African cities and the Italian Exarchate—still preserved the language, while the rest of the Balkans had become “Slavonic principalities” (p. 170).",[170],"[""H2-Latin-enclave-scope""]",[],issue recorded,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,full-source-control,full-source-control-U010,"**The third excerpt (PDF pp. 241‑247) presents the “literary emperors” Leo VI and Constantine VII, emphasizing their cultural rather than military pursuits.** The author characterizes them as “easy‑going, inoffensive men of literature” who “wrote no annals with their sword” and instead produced useful works for Byzantine historiography (p. 241).",[241],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,full-source-control,full-source-control-U011,"Leo’s “Tactica” is highlighted for its detailed description of the army’s organization, cavalry themes, and logistical support, portraying a professional force “with none of that variety in arms…that was the bane of medieval armies” (pp. 244‑245).","[244, 245]",[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,full-source-control,full-source-control-U012,"Constantine’s prolific output—treatises on the themes, administration, and court ceremonies—is described as “careful and methodical…gifted with the powers of a compiler” (p. 247).",[247],[],"[""H3-control-books-locator""]",precision note,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,full-source-control,full-source-control-U013,"The passage argues that the presence of two literary emperors signals the end of the “intellectual dearth” that had plagued the empire from 600 to 750, noting a revival of Byzantine literature by the ninth century (p. 247).",[247],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,full-source-control,full-source-control-U014,"**The final excerpt (PDF pp. 358‑367) follows the ultimate decline of the Byzantine state in the late‑medieval period.** After 1370 the empire “ceased to exercise its old function of ‘bulwark of Christendom’” (p. 358),",[358],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,full-source-control,full-source-control-U015,"becoming a vassal of the rising Ottoman power. John Paleologus’s long reign is recounted, including his son Andronicus’s rebellions and the succession of Manuel II, who briefly hoped to exploit the Ottoman civil war after 1402 (pp. 360‑362).","[360, 362]",[],"[""H4-control-rebellions-locator""]",precision note,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,full-source-control,full-source-control-U016,"Manuel’s opportunistic treaties with rival Turkish claimants allowed him to regain some territories, yet the Ottoman fragmentation soon ended, and Murad II’s siege of Constantinople in 1422 was repelled only by a “miraculous vision of the Virgin” (p. 365).",[365],"[""H4-vision-siege-cause""]",[],issue recorded,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,full-source-control,full-source-control-U017,"The narrative concludes with the death of Manuel II, the poverty of Constantinople—its population reduced to “about a hundred thousand souls” living in “great poverty,” the dominance of Italian merchants, and an army of merely “four thousand mercenary troops” (p. 366).",[366],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
gptoss120-medium,full-source-control,full-source-control-U018,"John VI’s brief reign is noted for the loss of Thessalonica to the Ottomans and his futile appeal to the West, illustrating the empire’s final “unredeemed gloom” (pp. 367).",[367],[],[],no additional material issue identified in supplied-text review,"Citation-delimited segment, possibly multiple claims or a sentence fragment. Not an atomic claim or accuracy denominator."
